종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"168360","펨트론","KOSDAQ","우량기업부","18670","-170","-0.90","19100","19240","18500","167792","3150591585","397452262280","21288284"
"087010","펩트론","KOSDAQ","기술성장기업부","289500","0","0.00","290000","295500","287500","131007","38000549500","6750372825000","23317350"
"090080","평화산업","KOSPI",,"995","-6","-0.60","1001","1005","995","276455","275966148","54627747705","54902259"
"010770","평화홀딩스","KOSPI",,"3990","-10","-0.25","4000","4030","3970","76309","304659915","58355609340","14625466"
"064800","포니링크","KOSDAQ","중견기업부","961","-22","-2.24","983","992","960","251340","242580822","122822813378","127807298"
"119500","포메탈","KOSDAQ","중견기업부","3130","-10","-0.32","3140","3155","3100","79630","248627823","37081836160","11847232"
"389140","포바이포","KOSDAQ","벤처기업부","12770","-160","-1.24","13030","13180","12730","100304","1295313020","142637515950","11169735"
"105760","포스뱅크","KOSDAQ","벤처기업부","6050","-110","-1.79","6160","6170","6050","29373","178914585","58816859750","9721795"
"022100","포스코DX","KOSPI",,"22700","-250","-1.09","22900","23100","22550","201669","4588254900","3451188348300","152034729"
"058430","포스코스틸리온","KOSPI",,"37800","-200","-0.53","37600","38250","37600","2717","102795150","226800000000","6000000"
"009520","포스코엠텍","KOSDAQ GLOBAL","우량기업부","12920","-90","-0.69","13010","13140","12910","109315","1418848015","538023722760","41642703"
"047050","포스코인터내셔널","KOSPI",,"49050","-300","-0.61","49350","49450","48550","444075","21740767225","8629012751400","175922788"
"003670","포스코퓨처엠","KOSPI",,"141300","1700","1.22","140000","146400","137600","688320","98255649550","12568100886000","88946220"
"189690","포시에스","KOSDAQ","벤처기업부","2230","-10","-0.45","2230","2250","2205","105668","235506938","60927990870","27321969"
"318020","포인트모바일","KOSDAQ","벤처기업부","5000","-120","-2.34","5080","5140","4945","32886","166065467","63311360000","12662272"
"256630","포인트엔지니어링","KOSDAQ","벤처기업부","1163","-6","-0.51","1157","1169","1157","2597","3013993","67450594736","57997072"
"331380","포커스에이아이","KOSDAQ","투자주의환기종목(소속부없음)","2335","155","7.11","2200","2480","2200","478175","1125929320","56600021730","24239838"
"208710","포톤","KOSDAQ","중견기업부","2140","-110","-4.89","2240","2290","2140","131203","288282287","28205482480","13180132"
"472850","폰드그룹","KOSDAQ","중견기업부","10610","10","0.09","10600","10700","10450","28549","300976730","343169129130","32343933"
"039980","폴라리스AI","KOSDAQ","중견기업부","2450","-5","-0.20","2455","2495","2435","440752","1083484625","178308001200","72778776"
"041910","폴라리스AI파마","KOSDAQ","중견기업부","6540","-10","-0.15","6560","6610","6460","30270","197616195","88300509780","13501607"
"234100","폴라리스세원","KOSDAQ","우량기업부","1274","-6","-0.47","1280","1296","1272","292621","374826401","89397283248","70170552"
"041020","폴라리스오피스","KOSDAQ","벤처기업부","5750","-50","-0.86","5870","6150","5720","1964338","11626599360","285921613500","49725498"
"114630","폴라리스우노","KOSDAQ","우량기업부","499","-3","-0.60","497","503","495","149346","74418502","43885826452","87947548"
"290720","푸드나무","KOSDAQ","투자주의환기종목(소속부없음)","2005","-5","-0.25","2010","2095","2005","5802","11732685","58915509470","29384294"
"005670","푸드웰","KOSDAQ","우량기업부","7150","-180","-2.46","7290","7300","7120","38794","278884520","71500000000","10000000"
"094940","푸른기술","KOSDAQ","벤처기업부","8820","250","2.92","8540","9050","8450","963398","8492447430","73747424520","8361386"
"057880","푸른소나무","KOSDAQ","관리종목(소속부없음)","8790","0","0.00","0","0","0","0","0","216061434720","24580368"
"007330","푸른저축은행","KOSDAQ","우량기업부","9960","-70","-0.70","10150","10150","9950","13479","134779620","150224688000","15082800"
"017810","풀무원","KOSPI",,"14500","-100","-0.68","14600","14760","14500","131293","1916187845","552747859000","38120542"
"093380","풍강","KOSDAQ","중견기업부","3020","0","0.00","3020","3040","2985","7754","23372490","29835525260","9879313"
"023900","풍국주정","KOSDAQ","우량기업부","9400","10","0.11","9450","9450","9340","4214","39528130","118440000000","12600000"
"103140","풍산","KOSPI",,"128000","-400","-0.31","128900","131900","128000","207907","26825855100","3587107584000","28024278"
"005810","풍산홀딩스","KOSPI",,"41650","-100","-0.24","42500","42500","41350","19934","830899425","600480211800","14417292"
"371950","풍원정밀","KOSDAQ","기술성장기업부","11110","-160","-1.42","11180","11350","11000","26817","297794710","251780908280","22662548"
"370090","퓨런티어","KOSDAQ","기술성장기업부","14060","-130","-0.92","14220","14330","14060","19670","278492980","120309029800","8556830"
"445180","퓨릿","KOSDAQ","중견기업부","7970","-80","-0.99","8210","8440","7970","349084","2841525710","136997828360","17189188"
"151910","퓨처코어","KOSDAQ","관리종목(소속부없음)","640","0","0.00","0","0","0","0","0","121645902080","190071722"
"341170","퓨쳐메디신","KONEX","일반기업부","1479","-21","-1.40","1500","1695","1400","20305","30522987","15578610195","10533205"
"220100","퓨쳐켐","KOSDAQ","기술성장기업부","18580","-190","-1.01","18770","19120","18550","328788","6172483370","410658039900","22102155"
"035200","프럼파스트","KOSDAQ","벤처기업부","3990","-10","-0.25","3950","4000","3905","87190","344795245","38825054100","9730590"
"334970","프레스티지바이오로직스","KOSDAQ","기술성장기업부","3650","20","0.55","3650","3750","3605","106110","391123975","283797125050","77752637"
"950210","프레스티지바이오파마","KOSPI",,"14690","190","1.31","14500","15200","14410","178149","2634651050","882812516950","60096155"
"321260","프로이천","KOSDAQ","벤처기업부","2220","-25","-1.11","2245","2300","2220","373292","839878675","62586426480","28192084"
"296160","프로젠","KONEX","일반기업부","6310","30","0.48","6300","6380","6020","13314","82804630","97016748490","15375079"
"053610","프로텍","KOSDAQ","우량기업부","31450","450","1.45","31700","31850","30950","29971","938312975","345950000000","11000000"
"468530","프로티나","KOSDAQ","기술성장기업부","33300","-1200","-3.48","34500","35000","32550","418023","14130507450","362037300300","10871991"
"303360","프로티아","KOSDAQ","기술성장기업부","4995","-95","-1.87","5090","5170","4870","88314","437638538","64321688925","12877215"
"377220","프롬바이오","KOSDAQ","기술성장기업부","1698","-10","-0.59","1718","1725","1697","82907","141416399","48070380000","28310000"
"335810","프리시젼바이오","KOSDAQ","기술성장기업부","3320","225","7.27","3115","3320","3085","67382","214905075","38560226320","11614526"
"053160","프리엠스","KOSDAQ","중견기업부","7900","0","0.00","7900","7950","7840","6768","53373610","47400000000","6000000"
"405000","플라즈맵","KOSDAQ","관리종목(소속부없음)","8600","30","0.35","8510","8900","8500","1442","12457830","33010618400","3838444"
"041590","플래스크","KOSDAQ","관리종목(소속부없음)","2370","0","0.00","0","0","0","0","0","116064014460","48972158"
"367000","플래티어","KOSDAQ","벤처기업부","4610","10","0.22","4600","4620","4520","3755","17157330","38669634270","8388207"
"075130","플랜티넷","KOSDAQ","벤처기업부","2985","15","0.51","2975","3025","2940","115235","344295330","49617625200","16622320"
"222670","플럼라인생명과학","KONEX","일반기업부","6500","10","0.15","6500","6550","6090","182","1151760","24033451000","3697454"
"009810","플레이그램","KOSPI",,"336","-4","-1.18","340","346","335","172040","58312474","51034200000","151887500"
"237820","플레이디","KOSDAQ","중견기업부","5270","50","0.96","5230","5360","5160","116985","618586750","67599027800","12827140"
"023770","플레이위드","KOSDAQ","중견기업부","5250","-340","-6.08","5540","5770","5130","229173","1245379410","46025805000","8766820"
"019570","플루토스","KOSDAQ","중견기업부","309","-6","-1.90","315","315","307","207201","64199903","20613402978","66710042"
"300080","플리토","KOSDAQ","기술성장기업부","11920","160","1.36","11790","12290","11680","178548","2147771600","196744975920","16505451"
"033790","피노","KOSDAQ","중견기업부","4145","-140","-3.27","4285","4285","4125","145571","606967360","282014695545","68037321"
"032580","피델릭스","KOSDAQ","중견기업부","1310","-35","-2.60","1355","1362","1251","1742778","2288685909","43403003840","33132064"
"051380","피씨디렉트","KOSDAQ","중견기업부","2520","255","11.26","2370","2775","2305","10507686","27760325352","38656981440","15340072"
"241820","피씨엘","KOSDAQ","관리종목(소속부없음)","302","0","0.00","0","0","0","0","0","17869934034","59171967"
"452450","피아이이","KOSDAQ","벤처기업부","9030","200","2.27","9100","9110","8850","491335","4408613085","323982855000","35878500"
"237750","피앤씨테크","KOSDAQ","벤처기업부","4585","-25","-0.54","4600","4605","4560","4629","21188440","29786911000","6496600"
"460940","피앤에스로보틱스","KOSDAQ","기술성장기업부","15870","520","3.39","15350","17000","15010","1122089","18184437720","102706513800","6471740"
"319660","피에스케이","KOSDAQ GLOBAL","우량기업부","31100","1900","6.51","31350","32200","30000","1286980","40199559800","900864805400","28966714"
"031980","피에스케이홀딩스","KOSDAQ","우량기업부","45900","1550","3.49","46000","46100","43850","437117","19722123625","989713930500","21562395"
"002230","피에스텍","KOSDAQ","중견기업부","4475","-25","-0.56","4500","4500","4450","9444","42216965","86250344500","19273820"
"043370","피에이치에이","KOSDAQ","우량기업부","11290","-340","-2.92","11670","11670","11220","21616","245481270","237090000000","21000000"
"239890","피엔에이치테크","KOSDAQ","기술성장기업부","6180","-210","-3.29","6390","6390","6140","124020","775627540","61402965900","9935755"
"347740","피엔케이피부임상연구센타","KOSDAQ","벤처기업부","2900","-15","-0.51","2905","2955","2900","54051","157454548","87030670400","30010576"
"137400","피엔티","KOSDAQ GLOBAL","우량기업부","37500","-650","-1.70","37900","37900","37350","157836","5920924775","890365725000","23743086"
"257370","피엔티엠에스","KOSDAQ","벤처기업부","3160","-5","-0.16","3165","3175","3125","38122","119845320","39515360760","12504861"
"147760","피엠티","KOSDAQ","벤처기업부","2760","-80","-2.82","2840","2845","2685","46580","130372164","29862830160","10819866"
"128660","피제이메탈","KOSDAQ","중견기업부","2900","-10","-0.34","2910","2915","2870","20636","59476650","71929770100","24803369"
"006140","피제이전자","KOSDAQ","우량기업부","5250","20","0.38","5230","5300","5200","15814","82861355","78750000000","15000000"
"376180","피코그램","KOSDAQ","벤처기업부","3300","135","4.27","3165","3480","3100","1959367","6561705917","61251425400","18561038"
"304840","피플바이오","KOSDAQ","투자주의환기종목(소속부없음)","1713","-11","-0.64","1724","1731","1698","81089","138771713","36364096743","21228311"
"087600","픽셀플러스","KOSDAQ","벤처기업부","6670","0","0.00","6670","6670","6590","8916","59001390","54470941860","8166558"
"291810","핀텔","KOSDAQ","기술성장기업부","2240","-20","-0.88","2260","2300","2225","21389","48008110","25465914880","11368712"
"378340","필에너지","KOSDAQ","벤처기업부","12830","-170","-1.31","12950","13030","12800","36959","475885510","274278226060","21377882"
"161580","필옵틱스","KOSDAQ","중견기업부","36300","550","1.54","36850","36850","35600","342429","12375789325","849374516100","23398747"
"347770","핌스","KOSDAQ","중견기업부","2150","85","4.12","2065","2165","2005","235539","496259760","49142640300","22857042"
"163730","핑거","KOSDAQ","벤처기업부","13360","0","0.00","13030","13750","13000","330521","4466668560","125671748480","9406568"
"417180","핑거스토리","KOSDAQ","중견기업부","2430","-50","-2.02","2455","2475","2430","150949","369283548","42643153890","17548623"
"446750","하나26호스팩","KOSDAQ","관리종목(소속부없음)","2105","0","0.00","2105","2110","2105","11944","25148130","12693150000","6030000"
"448370","하나27호스팩","KOSDAQ","SPAC(소속부없음)","2105","0","0.00","2100","2105","2100","9507","19964720","11830100000","5620000"
"454750","하나28호스팩","KOSDAQ","SPAC(소속부없음)","2290","-10","-0.43","2320","2320","2250","189232","430572541","16492580000","7202000"
"454640","하나29호스팩","KOSDAQ","SPAC(소속부없음)","2100","0","0.00","2100","2100","2090","3541","7426100","11342100000","5401000"
"469880","하나30호스팩","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","2047","2050","2045","977","1998175","14975250000","7305000"
"469900","하나31호스팩","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","2045","2050","2045","1299","2657044","11490250000","5605000"
"475240","하나32호스팩","KOSDAQ","SPAC(소속부없음)","2110","-5","-0.24","2110","2115","2110","2000","4224680","6752000000","3200000"
"475250","하나33호스팩","KOSDAQ","SPAC(소속부없음)","2075","0","0.00","2070","2085","2055","25333","52250885","7677500000","3700000"
"484130","하나34호스팩","KOSDAQ","SPAC(소속부없음)","2042","-3","-0.15","2055","2070","2040","1178","2408782","9229840000","4520000"
"0041L0","하나35호스팩","KOSDAQ","SPAC(소속부없음)","2000","0","0.00","2000","2000","1999","19956","39908816","12060000000","6030000"
"086790","하나금융지주","KOSPI",,"90700","100","0.11","89700","90700","89600","1036535","93795090900","25824456732300","284723889"
"299030","하나기술","KOSDAQ","벤처기업부","26450","-400","-1.49","26900","27250","26400","44784","1191857400","211465369500","7994910"
"067310","하나마이크론","KOSDAQ","중견기업부","19730","-270","-1.35","20050","20100","19150","1077232","21234840935","1307545553770","66271949"
"166090","하나머티리얼즈","KOSDAQ GLOBAL","우량기업부","39350","950","2.47","39400","39550","37700","327854","12718863775","778251471900","19777674"
"293480","하나제약","KOSPI",,"12210","0","0.00","12180","12300","12140","20726","252940360","217007670660","17772946"
"039130","하나투어","KOSPI",,"52300","-300","-0.57","52300","52800","51500","109376","5672910100","810123443600","15489932"
"136480","하림","KOSDAQ","중견기업부","3030","-15","-0.49","3050","3050","3025","161834","491125974","321815397060","106209702"
"003380","하림지주","KOSDAQ GLOBAL","우량기업부","7940","-220","-2.70","8160","8160","7890","480725","3837689665","889324630740","112005621"
"450330","하스","KOSDAQ","기술성장기업부","7280","40","0.55","7240","7310","7150","7397","53245360","59600217040","8186843"
"101670","하이드로리튬","KOSDAQ","투자주의환기종목(소속부없음)","2435","-45","-1.81","2490","2490","2430","664334","1624568867","131903876950","54169970"
"365590","하이딥","KOSDAQ","기술성장기업부","555","1","0.18","554","558","540","114710","62935189","85904628270","154783114"
"149980","하이로닉","KOSDAQ","관리종목(소속부없음)","5090","0","0.00","0","0","0","0","0","94645307670","18594363"
"013030","하이록코리아","KOSDAQ","우량기업부","34800","-800","-2.25","35600","35600","34350","85096","2966902725","427881381600","12295442"
"352820","하이브","KOSPI",,"289500","-4500","-1.53","294000","294500","288500","247936","71922810750","12058282081500","41652097"
"126700","하이비젼시스템","KOSDAQ","우량기업부","15800","180","1.15","15800","15840","15590","57886","908904285","236085369600","14942112"
"071090","하이스틸","KOSPI",,"4405","-75","-1.67","4480","4520","4405","361109","1599666140","88943429755","20191471"
"450050","하이제8호스팩","KOSDAQ","SPAC(소속부없음)","2085","-5","-0.24","2090","2090","2085","15077","31435745","10454190000","5014000"
"160190","하이젠알앤엠","KOSDAQ","중견기업부","47100","2600","5.84","43500","49500","41950","1951241","90918908500","1454824800000","30888000"
"221840","하이즈항공","KOSDAQ","투자주의환기종목(소속부없음)","2335","-5","-0.21","2340","2345","2280","36874","85133965","43665809935","18700561"
"106190","하이텍팜","KOSDAQ","우량기업부","13500","190","1.43","13310","13500","13000","15741","208646440","143547835500","10633173"
"000080","하이트진로","KOSPI",,"19160","-20","-0.10","19170","19180","19110","164607","3151539425","1343759986760","70133611"
"000087","하이트진로2우B","KOSPI",,"15510","-50","-0.32","15520","15540","15500","1053","16341000","17528440380","1130138"
"000140","하이트진로홀딩스","KOSPI",,"10120","-50","-0.49","10170","10170","10060","17288","174611715","234852461800","23206765"
"000145","하이트진로홀딩스우","KOSPI",,"11500","0","0.00","11500","11500","11490","725","8336800","5414315000","470810"
"065650","하이퍼코퍼레이션","KOSDAQ","관리종목(소속부없음)","4345","-85","-1.92","4395","4450","4290","68964","298919488","57941513520","13335216"
"066130","하츠","KOSDAQ","우량기업부","4845","-10","-0.21","4855","4875","4825","16417","79624320","62016000000","12800000"
"152550","한국ANKOR유전","KOSPI",,"240","-1","-0.41","242","243","239","705955","169183637","16804800000","70020000"
"004590","한국가구","KOSDAQ","중견기업부","5270","-100","-1.86","5360","5370","5270","30701","162906740","79050000000","15000000"
"036460","한국가스공사","KOSPI",,"39550","-800","-1.98","40050","40150","39300","347254","13764466300","3650979150000","92313000"
"039340","한국경제TV","KOSDAQ","우량기업부","5650","20","0.36","5630","5670","5590","4537","25553440","127125000000","22500000"
"005430","한국공항","KOSPI",,"68700","-1000","-1.43","69800","71000","67900","11399","784340200","217528588500","3166355"
"071050","한국금융지주","KOSPI",,"157300","-300","-0.19","158200","159300","155300","235706","36984435150","8765698541600","55725992"
"071055","한국금융지주우","KOSPI",,"114100","-300","-0.26","115400","116100","113100","24303","2781982150","668426439100","5858251"
"034950","한국기업평가","KOSDAQ","우량기업부","97600","-200","-0.20","97800","97900","97300","1127","110056100","443154166400","4540514"
"010040","한국내화","KOSPI",,"2180","30","1.40","2150","2200","2140","15022","32566855","89526195160","41067062"
"025540","한국단자","KOSPI",,"62700","-400","-0.63","63400","63500","62100","16827","1052351750","634210500000","10115000"
"222980","한국맥널티","KOSDAQ","벤처기업부","3775","-20","-0.53","3805","3805","3765","17580","66507115","41643848325","11031483"
"010100","한국무브넥스","KOSPI",,"4285","-175","-3.92","4460","4480","4260","379077","1641461885","130480049700","30450420"
"331660","한국미라클피플사","KONEX","일반기업부","8050","0","0.00","0","0","0","0","0","8855000000","1100000"
"256840","한국비엔씨","KOSDAQ","벤처기업부","5180","100","1.97","5080","5265","5060","799714","4132174490","354285509480","68394886"
"219750","한국비티비","KOSDAQ","중견기업부","1005","-47","-4.47","1052","1067","1005","160730","165516696","65754019425","65426885"
"004090","한국석유","KOSPI",,"13930","-150","-1.07","13980","14070","13930","59164","827124880","176829091600","12694120"
"025550","한국선재","KOSDAQ","우량기업부","4385","0","0.00","4385","4625","4250","2262300","10218192152","111878907540","25514004"
"002200","한국수출포장","KOSPI",,"2935","0","0.00","2930","2940","2915","55196","161420060","117400000000","40000000"
"002960","한국쉘석유","KOSPI",,"417500","6500","1.58","414000","417500","409000","1449","598873000","542750000000","1300000"
"017890","한국알콜","KOSDAQ","우량기업부","9380","-90","-0.95","9470","9510","9340","42787","403183315","199545486280","21273506"
"000240","한국앤컴퍼니","KOSPI",,"22950","-700","-2.96","23250","23950","22750","70492","1625583925","2178763758000","94935240"
"080720","한국유니온제약","KOSDAQ","관리종목(소속부없음)","2725","0","0.00","0","0","0","0","0","21562456300","7912828"
"123890","한국자산신탁","KOSPI",,"2350","-60","-2.49","2430","2435","2350","1382199","3259197667","287578726100","122373926"
"015760","한국전력","KOSPI",,"35550","-950","-2.60","36500","36550","35200","2634367","93988869425","22821822937350","641964077"
"041460","한국전자인증","KOSDAQ","중견기업부","4250","55","1.31","4235","4360","4205","386042","1651459558","80750000000","19000000"
"006200","한국전자홀딩스","KOSPI",,"727","2","0.28","729","738","718","32361","23562969","34025879872","46803136"
"101680","한국정밀기계","KOSDAQ","중견기업부","2480","-65","-2.55","2515","2580","2460","229921","574236295","20841920000","8404000"
"039740","한국정보공학","KOSDAQ","벤처기업부","3110","-40","-1.27","3150","3155","3045","72115","221864570","24937214670","8018397"
"053300","한국정보인증","KOSDAQ","우량기업부","7550","180","2.44","7570","7750","7420","997601","7563330925","320432275550","42441361"
"025770","한국정보통신","KOSDAQ","우량기업부","8930","150","1.71","8900","9040","8830","29931","267778465","334377340030","37444271"
"458610","한국제12호스팩","KOSDAQ","SPAC(소속부없음)","2130","-10","-0.47","2105","2140","2105","173","368095","9009900000","4230000"
"464440","한국제13호스팩","KOSDAQ","SPAC(소속부없음)","2120","0","0.00","2110","2120","2105","1067","2247795","9158400000","4320000"
"479880","한국제15호스팩","KOSDAQ","SPAC(소속부없음)","2040","-5","-0.24","2070","2070","2040","3790","7735635","14014800000","6870000"
"027970","한국제지","KOSPI",,"808","-8","-0.98","814","817","808","49541","40175423","153664015496","190178237"
"023350","한국종합기술","KOSPI",,"4800","-20","-0.41","4820","4870","4795","13400","64393016","52560000000","10950000"
"025890","한국주강","KOSPI",,"1950","-20","-1.02","1970","1970","1950","38774","75792317","22053055050","11309259"
"000970","한국주철관","KOSPI",,"6950","-70","-1.00","6970","7150","6950","55221","387634555","158463475000","22800500"
"104700","한국철강","KOSPI",,"10430","50","0.48","10380","10520","10300","49190","512874355","380173500000","36450000"
"062970","한국첨단소재","KOSDAQ","중견기업부","4340","0","0.00","4590","5020","4190","21246815","98499805651","85657790120","19736818"
"017960","한국카본","KOSPI",,"32750","-150","-0.46","32650","32950","32000","323949","10492901975","1700001803000","51908452"
"023760","한국캐피탈","KOSDAQ","우량기업부","819","-3","-0.36","822","827","818","70190","57714523","258484242744","315609576"
"054040","한국컴퓨터","KOSDAQ","우량기업부","5140","40","0.78","5060","5160","5060","14064","71632060","82606430600","16071290"
"161890","한국콜마","KOSPI",,"79700","-600","-0.75","80300","80500","79100","117105","9309037650","1881324636900","23605077"
"021650","한국큐빅","KOSDAQ","중견기업부","2390","0","0.00","2390","2400","2370","4018","9588285","39077845570","16350563"
"161390","한국타이어앤테크놀로지","KOSPI",,"38400","-500","-1.29","38850","38850","38200","370890","14237109550","4756802649600","123875069"
"034830","한국토지신탁","KOSPI",,"1405","-9","-0.64","1416","1424","1395","643707","903695010","354747368150","252489230"
"007280","한국특강","KOSPI",,"1652","16","0.98","1625","1671","1620","36416","59430905","100463589772","60813311"
"032300","한국파마","KOSDAQ","중견기업부","14320","90","0.63","14420","14420","14170","5368","76458185","156183958320","10906701"
"037230","한국팩키지","KOSDAQ","중견기업부","2040","-15","-0.73","2080","2080","2030","29319","59940920","60792667080","29800327"
"448900","한국피아이엠","KOSDAQ","기술성장기업부","14150","150","1.07","14010","14900","13590","441106","6328796840","84963066550","6004457"
"047810","한국항공우주","KOSPI",,"109900","2500","2.33","109200","111100","107400","1130698","123787180300","10712514259300","97475107"
"123690","한국화장품","KOSPI",,"11050","280","2.60","10740","11150","10610","458380","5002354065","177551400000","16068000"
"003350","한국화장품제조","KOSPI",,"59300","-600","-1.00","59500","60000","58700","29465","1744802550","268747600000","4532000"
"030520","한글과컴퓨터","KOSDAQ GLOBAL","우량기업부","26600","150","0.57","26650","27100","26350","197836","5299201500","643181190400","24179744"
"052600","한네트","KOSDAQ","중견기업부","4565","25","0.55","4540","4580","4525","21879","99483705","52788290500","11563700"
"011500","한농화성","KOSPI",,"14390","-120","-0.83","14490","14510","14370","31549","455006205","225017034380","15637042"
"002390","한독","KOSPI",,"11670","20","0.17","11680","11690","11610","5560","64748430","160620430110","13763533"
"256150","한독크린텍","KOSDAQ","벤처기업부","5970","0","0.00","5960","5990","5900","4344","25743680","50118150000","8395000"
"092460","한라IMS","KOSDAQ","우량기업부","15900","140","0.89","15770","15915","15450","330769","5186245770","272043912000","17109680"
"125490","한라캐스트","KOSDAQ","벤처기업부","6920","-410","-5.59","7320","7600","6890","7477563","54423830165","252596275840","36502352"
"053690","한미글로벌","KOSPI",,"20400","350","1.75","20300","20500","20050","83173","1689043950","223534020000","10957550"
"042700","한미반도체","KOSPI",,"93300","-1000","-1.06","96800","96800","93300","1006274","94925986750","8892628260000","95312200"
"008930","한미사이언스","KOSPI",,"41600","1300","3.23","40050","43000","40050","467135","19609944425","2845088480000","68391550"
"128940","한미약품","KOSPI",,"360500","28000","8.42","329500","374500","329000","305317","110331362250","4618362255500","12810991"
"452190","한빛레이저","KOSDAQ","벤처기업부","5110","20","0.39","5250","5250","5060","280775","1440076080","119403106270","23366557"
"047080","한빛소프트","KOSDAQ","중견기업부","1315","10","0.77","1305","1341","1304","46353","60911297","32641406030","24822362"
"009240","한샘","KOSPI",,"46250","1050","2.32","45200","46250","45200","42330","1942746925","1088444170000","23533928"
"452280","한선엔지니어링","KOSDAQ","중견기업부","11170","-570","-4.86","11600","11610","11090","400302","4520078070","192885235500","17268150"
"020000","한섬","KOSPI",,"15590","-130","-0.83","15680","15720","15550","76313","1193015575","349804475730","22437747"
"003680","한성기업","KOSPI",,"5690","-60","-1.04","5750","5840","5690","32377","185473885","35332140350","6209515"
"066980","한성크린텍","KOSDAQ","중견기업부","1298","-27","-2.04","1326","1339","1295","84759","110580354","67411792250","51935125"
"105630","한세실업","KOSPI",,"10780","-110","-1.01","10810","10910","10700","89747","971780720","431200000000","40000000"
"069640","한세엠케이","KOSPI",,"835","0","0.00","830","841","829","16738","13922584","37413429170","44806502"
"016450","한세예스24홀딩스","KOSPI",,"4100","0","0.00","4085","4100","4040","14581","59217937","164000000000","40000000"
"010420","한솔PNS","KOSPI",,"1888","0","0.00","0","0","0","0","0","38690806656","20493012"
"009180","한솔로지스틱스","KOSPI",,"2925","5","0.17","2925","2945","2885","54357","158050710","82355788125","28155825"
"114810","한솔아이원스","KOSDAQ","우량기업부","12900","180","1.42","12780","13280","12540","817906","10626553410","368851944600","28593174"
"070590","한솔인티큐브","KOSDAQ","중견기업부","1839","-59","-3.11","1898","1898","1833","59857","110890694","25524439119","13879521"
"213500","한솔제지","KOSPI",,"8670","20","0.23","8650","8680","8640","36779","318490835","206350993920","23800576"
"014680","한솔케미칼","KOSPI",,"205500","2000","0.98","208000","208000","199600","53417","10809096850","2329382572500","11335195"
"004710","한솔테크닉스","KOSPI",,"5490","0","0.00","0","0","0","0","0","176283230220","32109878"
"004150","한솔홀딩스","KOSPI",,"3315","-45","-1.34","3355","3360","3290","105046","348275750","136003245300","41026620"
"025750","한솔홈데코","KOSPI",,"702","-3","-0.43","707","707","701","72943","51346518","56556734598","80565149"
"042520","한스바이오메드","KOSDAQ","벤처기업부","15980","-20","-0.13","15890","16950","14320","1224898","19137650255","216151344660","13526367"
"004960","한신공영","KOSPI",,"8000","-70","-0.87","8080","8080","7950","13876","110920655","92565616000","11570702"
"011700","한신기계","KOSPI",,"3445","-45","-1.29","3485","3620","3445","267876","935235460","111776990195","32446151"
"430690","한싹","KOSDAQ","벤처기업부","6820","-330","-4.62","7190","7480","6680","8471061","60132615625","74306130140","10895327"
"078350","한양디지텍","KOSDAQ","우량기업부","15240","560","3.81","14970","15300","14700","437884","6569220130","232324381680","15244382"
"045100","한양이엔지","KOSDAQ","우량기업부","19670","-380","-1.90","20150","20350","19560","73135","1451012555","354060000000","18000000"
"001750","한양증권","KOSPI",,"18680","-330","-1.74","19010","19030","18590","28968","542654365","237769015120","12728534"
"001755","한양증권우","KOSPI",,"17660","20","0.11","17630","17670","17390","1746","30654800","9271500000","525000"
"018880","한온시스템","KOSPI",,"3310","-80","-2.36","3385","3400","3305","779514","2590914409","2246704047120","678762552"
"009420","한올바이오파마","KOSPI",,"32750","400","1.24","32150","33300","32050","262743","8607868175","1710880894500","52240638"
"320000","한울반도체","KOSDAQ","중견기업부","2360","25","1.07","2390","2415","2330","178754","424268183","76249216400","32308990"
"091440","한울소재과학","KOSDAQ","투자주의환기종목(소속부없음)","2635","-110","-4.01","2755","2825","2595","351687","941779609","75268263810","28564806"
"276730","한울앤제주","KOSDAQ","기술성장기업부","2090","-10","-0.48","2100","2130","2070","28462","59824103","32765674040","15677356"
"014130","한익스프레스","KOSPI",,"3280","-20","-0.61","3275","3310","3265","8637","28343780","39360000000","12000000"
"024740","한일단조","KOSDAQ","우량기업부","2235","10","0.45","2225","2250","2215","270904","605098125","73524904515","32897049"
"005860","한일사료","KOSDAQ","우량기업부","3440","-10","-0.29","3450","3460","3430","102209","351673508","135548676400","39403685"
"300720","한일시멘트","KOSPI",,"19960","80","0.40","19800","19960","19800","41037","816815220","1382460338400","69261540"
"002220","한일철강","KOSPI",,"3205","-35","-1.08","3240","3275","3155","86714","276754920","85565359300","26697460"
"006390","한일현대시멘트","KOSPI",,"19260","20","0.10","19240","19490","19150","18588","357370285","372250962720","19327672"
"003300","한일홀딩스","KOSPI",,"16810","-190","-1.12","17000","17060","16770","15404","259704105","518300780040","30832884"
"007770","한일화학","KOSDAQ","중견기업부","9100","40","0.44","9060","9290","9050","2715","24636680","31941000000","3510000"
"051600","한전KPS","KOSPI",,"48900","-200","-0.41","49350","49700","48800","156732","7674021975","2200500000000","45000000"
"052690","한전기술","KOSPI",,"86500","-600","-0.69","88200","89000","86500","213753","18640416750","3306030000000","38220000"
"130660","한전산업","KOSPI",,"11850","-40","-0.34","11930","12140","11840","87925","1047630455","386310000000","32600000"
